3,2018,12,29,06,10,办完婚礼就捐份子钱,58259,24770000,1399
4,2018,12,29,06,10,有些人别p的太过分 ,56572,130000000,15000
5,2018,12,29,06,10,原生之罪 真香,55778,25192000,2968
6,2018,12,29,06,10,宋运辉求婚,55075,83214000,6570
7,2018,12,29,06,10,讨厌的网络用语,49685,47809000,9502
8,2018,12,29,06,10,刘德华哭着道歉,47578,51136000,5936
9,2018,12,29,06,10,手机触摸屏让孩子更聪明,39675,78945000,4960
10,2018,12,29,06,10,权健患癌女童主治医生,37822,75189000,5248
11,2018,12,29,06,10,十年后见到初恋,37703,79980000,19000
12,2018,12,29,06,10,周子瑜太撩了,32416,130000000,15000
13,2018,12,29,06,10,藤田淑子去世 ,28176,30391000,3375
14,2018,12,29,06,10,鞠婧祎 红衣 ,27179,68611000,14000
15,2018,12,29,06,10,你找不到男朋友的原因 ,22725,85362000,35000
16,2018,12,29,06,10,郭艾伦被隔扣,22711,34224000,669
17,2018,12,29,06,10,吴谨言 四川话,22697,6902000,894
18,2018,12,29,06,10,胖子也可以拥有尖下巴,22644,47678000,5936
19,2018,12,29,06,10,杨幂西装,22628,150000000,20000
20,2018,12,29,06,10,美国猴子实验 新型艾滋病疫苗,22609,5558000,902
21,2018,12,29,06,10,恋爱4个月胖50斤 ,22579,150000000,26000
22,2018,12,29,06,10,来电狂响,22559,9729000,23000
23,2018,12,29,06,10,广东人对冬天的尊重,20229,130000000,13000
24,2018,12,29,06,10,知否,19819,980000000,237000
25,2018,12,29,06,10,朱珠每年都上榜,19072,9383000,3928
26,2018,12,29,06,10,东京站无差别杀人嫌疑人被捕,18356,100000000,2193
27,2018,12,29,06,10,沈月胖了,18346,260000000,44000
28,2018,12,29,06,10,郝蕾好敢说,16832,250000000,28000
29,2018,12,29,06,10,分手要不要删联系方式,15977,110000000,30000
30,2018,12,29,06,10,年末joy,15364,28051000,3601
31,2018,12,29,06,10,闯红灯抓拍不带美颜,14100,7674000,1162
32,2018,12,29,06,10,将夜第二季换人了,13974,24420000,1141
33,2018,12,29,06,10,胖了只能穿卫衣 ,13245,160000000,27000
34,2018,12,29,06,10,老iG五人全部退役,13142,62628000,1782
35,2018,12,29,06,10,曼娘上线,13132,34645000,2145
36,2018,12,29,06,10,金敏喜,12819,260000000,71000
37,2018,12,29,06,10,霍尊 北京一夜 ,12475,7178000,7351
38,2018,12,29,06,10,异地恋会甜吗,12367,61478000,14000
39,2018,12,29,06,10,2018全球最帅100面孔 ,12357,120000000,42000
40,2018,12,29,06,10,吉林爆炸,11883,72362000,2141
41,2018,12,29,06,10,发语音会很烦吗,11796,99018000,29000
42,2018,12,29,06,10,李大辉追星成功,11477,35900000,7352
43,2018,12,29,06,10,2018你得到甜甜的恋爱了吗,11404,86909000,19000
44,2018,12,29,06,10,EXO NCT,11314,10362000,3951
45,2018,12,29,06,10,微博之夜投票,11233,150000000,314000
46,2018,12,29,06,10,got7翻跟头,11231,30649000,8789
47,2018,12,29,06,10,权健投票现场翻车,11070,67402000,39000
48,2018,12,29,06,10,不发朋友圈被辞退 ,10710,170000000,22000
49,2018,12,29,06,10,2018全球最美100面孔,10222,86079000,20000
50,2018,12,29,06,10,武汉593公交已致1死7伤,8175,77934000,3029
1,2018,12,29,06,20,刘德华现场中止演唱会,164566,229999999,46000
2,2018,12,29,06,20,皇后的品格 全程高能,86577,44141000,4706
3,2018,12,29,06,20,小龙虾开门红,82632,35834000,2242
4,2018,12,29,06,20,办完婚礼就捐份子钱,68648,25059000,1418
5,2018,12,29,06,20,原生之罪 真香,68074,25279000,2972
6,2018,12,29,06,20,宋运辉求婚,67565,84173000,6611
7,2018,12,29,06,20,有些人别p的太过分 ,65624,130000000,15000
8,2018,12,29,06,20,讨厌的网络用语,57918,48683000,9610
9,2018,12,29,06,20,刘德华哭着道歉,55954,52052000,6012
10,2018,12,29,06,20,手机触摸屏让孩子更聪明,49415,79602000,4975
11,2018,12,29,06,20,权健患癌女童主治医生,44805,75798000,5288
